simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,RAG_cell_type
4,Lung,1.0,"KIT,GENE66,GENE27,GENE68,GENE40,HDC,TPSB2,CD69,GENE42,GENE71,FCER1A,TPSAB1",Mast Cell,mast cell,CL:0000097,Mast Cells,CL:0000097,mast cell
4,Lung,1.0,"GENE45,MYO1B,GENE97,CSPG4,GENE90,MCAM,GENE88,GENE96,GENE23,GENE76,ACTA2,GENE74,ANPEP,DES,PDGFRB,GENE41",Pericyte,pericyte,CL:0000669,Pericytes,CL:0000669,pericyte
4,Lung,1.0,"GENE26,GENE19,MYOCD,GENE98,GENE28,SMTN,ACTG2,GUCY1A3,PALLD,GENE6,GENE46,ACTN1,VCL,DES,GENE52,GENE84,GUCY1B3,GENE49,ACTA2,CNN1,GENE14,TAGLN,GENE66,GENE3,GENE37,GENE83,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,Smooth Muscle Cells,CL:0000192,smooth muscle cell
4,Lung,1.0,"GENE9,GENE32,PTPRC,GENE28,SKAP1,NKG7,TRAC,IL7R,CD3E,CD96,THEMIS,CD3D,GENE78,GENE57,CD3G,GENE80,GENE29,GENE85,GENE76,GENE31,CD247,TRBC1,GENE44,GENE92,CD69,GENE99",T cell,T cell,CL:0000084,T Cells,CL:0000084,T cell
4,Lung,1.0,"GENE94,GENE98,NOSTRIN,GENE68,VWF,EPHB4,GENE63,RAMP3,GENE12,PTPRB,GENE52,CLDN5,GENE35,GENE54,BACE2,CD300LG,LDB2,GENE44,PECAM1,GENE41",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,Endothelial Cells,CL:0000115,endothelial cell
4,Lung,1.0,"GENE36,NAPSA,SFTPA1,SFTPA2,SFTPD,SFTA2,SFTPB,SLC34A2,PGC,HOPX,MUC1",type ii pneumocyte,type II pneumocyte,CL:0002063,Alveolar Type II Cells,CL:0002063,alveolar type II cell
4,Lung,1.0,"IL1R2,S100A12,FCGR3B,CXCR2,MTND5P32,PROK2,CD177,MMP25,OLAH,MGAM,GENE54",neutrophil,neutrophil,CL:0000775,Neutrophils,CL:0000775,nonclassical monocyte
4,Lung,1.0,"IL7R,IL32,CD3D,CD69,CD3E,TRAC,CXCR4,CD2,CD3G,TRBC2,GENE41","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,T cells,CL:0000084,T cell
4,Lung,1.0,"GENE10,CCL5,GZMA,IL32,CCL4,NKG7,CD3D,CD2,KLRD1,CD3E,GNLY","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,T cells,CL:0000084,NK T cell
4,Lung,1.0,"GNLY,KLRD1,GZMB,PRF1,GZMA,FGFBP2,CST7,CD247,KLRF1,KLRB1,GENE30",nk cell,natural killer cell,CL:0000623,Natural Killer cells,CL:0000623,natural killer cell
4,Lung,1.0,"RBP5,SELE,CCL14,ZNF385D,CYTL1,POSTN,PLVAP,ADAMTS4,NEURL1B,EXOC3L2,GENE97",bronchial vessel endothelial cell,,,Fibroblasts,CL:0000057,unknown cell type
4,Lung,1.0,"GENE84,ACTG2,DES,ADRA2C,FOXC2,CNN1,JPH2,MYH11,CCN5,HSPB6,AC100803.2",smooth muscle cell,smooth muscle cell,CL:0000192,Smooth muscle cells,CL:0000192,smooth muscle cell
4,Lung,1.0,"DCN,IGFBP6,FBLN1,PLA2G2A,C1S,MFAP4,MFAP5,C1R,SERPINF1,MGP,GENE70",adventitial cell,adventitial cell,CL:0002503,Fibroblasts,CL:0000057,fibroblast
4,Lung,1.0,"C1QA,MARCO,ACP5,MS4A7,APOC1,C1QB,MRC1,APOE,VSIG4,FABP4,GENE57",macrophage,macrophage,CL:0000235,Macrophages,CL:0000235,macrophage
4,Lung,1.0,"TPSB2,TPSAB1,CPA3,MS4A2,RHEX,HPGDS,KIT,CD69,GATA2,VWA5A,GENE51",basophil,basophil,CL:0000767,Mast cells,CL:0000097,mast cell
4,Lung,1.0,"S100A8,VCAN,FCN1,S100A12,S100A9,MNDA,FGL2,COTL1,CD300E,VSIR,GENE49",classical monocyte,classical monocyte,CL:0000860,Monocytes,CL:0000576,monocyte
4,Lung,1.0,"PTPRB,CXCL12,GJA5,DKK2,NPR3,SERPINE2,SSTR1,NOS1,SOX17,MMRN2,GENE5",endothelial cell of artery,endothelial cell of artery,CL:1000413,Endothelial cells,CL:0000115,This marker combination does not directly match with a known specific cell type in the lung tissue data provided. It might represent a unique combination not typically characterized or a non-lung cell type.
4,Lung,1.0,"CAPS,TMEM190,C20orf85,C9orf24,TPPP3,RSPH1,C11orf88,C1orf194,PIFO,TSPAN1,GENE52",lung ciliated cell,lung ciliated cell,CL:1000271,Club cells (Clara cells),CL:0000158,ciliated epithelial cell
4,Lung,1.0,"GENE43,FCER1A,CD1C,GPR183,S100B,CLEC10A,CD1E,FCGR2B,PKIB,CST7,CLEC5A",dendritic cell,dendritic cell,CL:0000451,Dendritic cells,CL:0000451,unidentified_cell_type
4,Lung,1.0,"BPIFB1,LCN2,SCGB1A1,MSMB,SCGB3A1,WFDC2,TFF3,CP,SERPINB3,TSPAN1,GENE8",respiratory goblet cell,respiratory goblet cell,CL:0002370,Club cells (Clara cells),CL:0000158,club cell
4,Lung,1.0,"GENE88,S100A2,MIR205HG,KRT5,KRT15,KRT19,KRT17,ALDH3A1,PERP,TACSTD2,IGFBP2",basal cell,basal cell,CL:0000646,Basal cells,CL:0000646,basal cell type
4,Lung,1.0,"GENE56,JCHAIN,MZB1,IGHG3,DERL3,IGHG2,CD79A,IGHG4,IGHA2,TNFRSF17,SPAG4",plasma cell,plasma cell,CL:0000786,Plasma cells,CL:0000786,plasma cell
4,Lung,1.0,"GENE88,CD79A,MS4A1,TNFRSF13C,IGHM,VPREB3,TNFRSF13B,BLK,LINC01781,CD19,PAX5",b cell,B cell,CL:0000236,B cells,CL:0000236,unidentified cell type
4,Lung,1.0,"GENE100,PRR4,PRB3,TCN1,C6orf58,LPO,TTYH1,LINC01829,SLC5A1,PRB1,ANO1",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,Serous cells,CL:0000313,goblet cell
4,Lung,1.0,"FGL2,MS4A6A,CD163,MAFB,CSF1R,FCGR3A,AIF1,RNASE6,LST1,HCLS1,GENE34",non-classical monocyte,non-classical monocyte,CL:0000875,Macrophages,CL:0000235,nonclassical monocyte
4,Lung,1.0,"GENE28,FCN3,MT1M,TIMP3,RAMP2,SLC6A4,VWF,CLDN5,FAM107A,CALCRL,LRRC32",capillary endothelial cell,capillary endothelial cell,CL:0002144,Endothelial cells,CL:0000115,Endothelial cell
4,Lung,1.0,"GENE78,EDNRB,CLDN5,IL1RL1,CA4,EMCN,GNG11,TIMP3,HPGD,SPARCL1,RAMP2",capillary aerocyte,,,Endothelial cells,CL:0000115,unknown
4,Lung,1.0,"RTKN2,SCEL,NTM,MS4A15,NCKAP5,PKDCC,ITLN2,UPK3B,MYRF,ST6GALNAC5,GENE32",type i pneumocyte,type I pneumocyte,CL:0002062,Epithelial cells,CL:0000066,unknown
4,Lung,1.0,"ACKR1,VWF,C7,SPARCL1,IGFBP7,RAMP3,TIMP3,PRSS23,LIFR,CLU,GENE58",vein endothelial cell,vein endothelial cell,CL:0002543,Endothelial cells,CL:0000115,endothelial cell
4,Lung,1.0,"DCN,LUM,ADH1B,MGP,FBLN1,C1S,MFAP4,RARRES2,C7,PTGDS,GENE52",alveolar fibroblast,,,Fibroblasts,CL:0000057,fibroblast
4,Lung,1.0,"CCL21,MMRN1,PROX1,SEMA3D,FOXC2,SCN3B,GPR182,RELN,HOXD9,STAB2,GENE48",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,Lymphatic endothelial cells,CL:0002138,lymphatic endothelial cell
4,Lung,1.0,"GENE1,MYH11,PPP1R14A,ACTG2,CRYAB,DES,LMOD1,CNN1,PLAC9,CARMN,PLN",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,Smooth muscle cells,CL:0000192,smooth muscle cell
4,Lung,1.0,"AL139020.1,PLD4,MZB1,LILRA4,SCT,SPIB,CLEC4C,LAMP5,FAM129C,AL357143.1,GENE23",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,Plasmacytoid dendritic cells,CL:0000784,plasmacytoid dendritic cell
4,Lung,1.0,"SCGB3A2,CYP2B7P,CEACAM6,WFDC2,FOLR1,GPRC5A,NEDD4L,PIGR,ELF3,SFTPB,GENE34",club cell,club cell,CL:0000158,Club cells,CL:0000158,club cell
4,Lung,1.0,"GENE96,ACKR1,SPARCL1,VWF,PLVAP,IGFBP7,NPDC1,CLDN5,LIFR,C7,CLU",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,Endothelial cells,CL:0000115,pulmonary alveolar type 2 cell
4,Lung,1.0,"GENE81,PPP1R14A,CCN5,BGN,MYH11,PDGFRB,COX4I2,C2orf40,PRELP,LMOD1,GJA4",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,Smooth muscle cells and fibroblasts,CL:1001609,smooth muscle cell
4,Lung,1.0,"AC005821.1,LRRC38,MKRN9P,KCTD8,RSPO1,GPR1,SYT4,PLPPR4,LINC01902,FABP7,GENE95",myofibroblast cell,myofibroblast cell,CL:0000186,Rare or Novel Cell Type,CL:0002277,unknown
4,Lung,1.0,"GENE14,COX4I2,TPM2,BGN,PDGFRB,HIGD1B,PPP1R14A,INMT,KCNK3,RGN,NDUFA4L2",pericyte cell,pericyte,CL:0000669,Fibroblast,CL:0000057,pulmonary alveolar type 2 cell
4,Lung,1.0,"ITLN1,PRG4,HAS1,CPB1,BCHE,VIPR2,BNC1,SYT4,ROR2,RSPO1,GENE90",mesothelial cell,mesothelial cell,CL:0000077,Mucous gland cells,CL:0002181,goblet cell
4,Lung,1.0,"GENE5,AC009269.2,SCN7A,BMP5,AL135910.1,SGIP1,CARMN,CACNA1C,COL1A2,ABCA6,TARID",fibroblast,fibroblast,CL:0000057,Chondrocytes,CL:0000138,unknown
4,Lung,1.0,"GENE28,FCN1,RNASE2,CD300E,VCAN,FGL2,LILRB2,MPEG1,CORO1A,LILRA1,AIF1",intermediate monocyte,intermediate monocyte,CL:0002393,Monocytes,CL:0000576,macrophage
4,Lung,1.0,"ASCL3,CEL,HEPACAM2,ATP6V1G3,CLCNKB,CLNK,LINC01187,TMPRSS11E,PROX1,DGKI,GENE3",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,Luminal epithelial cells,CL:4030041,unknown
5,Lung,0.25,"ARHGEF26,LMO7,AGER,EMP2,RTKN2,GPRC5A,SPOCK2,GENE56,DST,SCEL,GENE48,LAMA3",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,Alveolar epithelial cells,CL:0000322,pulmonary alveolar type 1 cell
5,Lung,0.25,"GENE21,MS4A1,LINC00926,BLK,SP140,GENE86,CD79A,BANK1,CD22,VPREB3,CD79B,ADAM28",B,B cell,CL:0000236,B cells,CL:0000236,unknown cell type
5,Lung,0.25,"CLDN1,S100A2,KRT15,KRT5,FHL2,GENE92,DST,KRT17,PERP,GENE91,ITGA2,KRT19",Basal,basal cell,CL:0000646,Basal epithelial cells,CL:0002236,basal cell
5,Lung,0.25,"CSF3R,S100A9,S100A8,CTSS,METTL9,GENE95,GENE5,CD99,VCAN,S100A12,FCN1,CD300E",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,Neutrophils,CL:0000775,monocyte
5,Lung,0.25,"CD2,MALAT1,BCL11B,GENE57,CD6,GENE86,CAMK4,LEF1,TRAT1,IL7R,ITK,MAL",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,T cells,CL:0000084,nonclassical monocyte
5,Lung,0.25,"GENE65,C20orf85,DNAH6,FAM92B,GENE69,RSPH1,CCDC170,CAPS,ZMYND10,CDHR3,SNTN,FANK1",Ciliated,ciliated cell,CL:0000064,Epithelial cells,CL:0000066,goblet cell
5,Lung,0.25,"FCGR2B,HLA-DMB,GENE98,HLA-DQA1,CLEC10A,CSF2RA,GPR183,FPR3,HLA-DPB1,RGS1,GENE85,MS4A6A",Dendritic,dendritic cell,CL:0000451,Dendritic cells,CL:0000451,nonclassical monocyte
5,Lung,0.25,"C1S,LUM,ABLIM1,CFD,C3,C1R,FBLN1,GENE92,DCN,SLIT2,GENE16,ADH1B",Fibroblast,fibroblast,CL:0000057,Fibroblasts,CL:0000057,fibroblast
5,Lung,0.25,"TFF3,GENE39,GENE100,TFPI,CCL21,IGFBP7,MMRN1,PKHD1L1,PROX1,PPFIBP1,TIMP3,TBX1",Lymphatic,,,Endothelial cells,CL:0000115,unknown cell type
5,Lung,0.25,"APOC1,GENE58,C1QB,C1QA,VSIG4,SLCO2B1,ACP5,ITGAX,GENE38,GPD1,MARCO,OLR1",Macrophage,macrophage,CL:0000235,Macrophages,CL:0000235,macrophage
5,Lung,0.25,"GENE45,KLRF1,GENE94,GNLY,GZMB,FCGR3A,NKG7,PYHIN1,KLRD1,SPON2,PRF1,CD247",Natural Killer,natural killer cell,CL:0000623,Natural Killer (NK) cells,CL:0000623,neutrophil
5,Lung,0.25,"PRDX4,MANF,SSR4,GENE30,XBP1,POU2AF1,TNFRSF17,HSP90B1,MZB1,DERL3,SEC11C,GENE83",Plasma,plasma cell,CL:0000786,Plasma cells,CL:0000786,b cell
5,Lung,0.25,"SFTPA2,GENE89,SLC34A2,SFTPC,LAMP3,ABCA3,GENE29,SFTPA1,SFTPD,SFTPB,NAPSA,LPCAT1",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,Type II pneumocytes,CL:0002063,alveolar epithelial cell
5,Lung,0.25,"KIT,VWA5A,CPA3,HPGDS,GRAP2,HDC,CD44,MS4A2,GENE91,GENE38,TPSAB1,GATA2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",Mast cells,CL:0000097,mast cell
5,Lung,0.25,"LILRB2,GENE21,GENE86,COTL1,RPS19,LST1,AIF1,FCGR3A,SAT1,RHOC,FCN1,IFITM2",CD16+ Monocyte,,,Monocyte,CL:0000576,nonclassical monocyte
5,Lung,0.25,"CDC42EP1,NOSTRIN,PODXL,CDH5,RAMP3,BTNL9,GENE12,CD81,FCN3,EPAS1,FLNB,GENE55",Capillary,,,Endothelial Cell,CL:0000115,endothelial cell
5,Lung,0.25,"GENE47,CD3D,GZMH,CD3G,CD8B,CCL5,RPL34,NKG7,CD8A,GZMA,RPS27,GENE51",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,T Cell,CL:0000084,T cell
5,Lung,0.25,"GENE82,SCGB3A2,GENE8,DSTN,CYB5A,CEACAM6,PIGR,CTSE,SFTPB,WFDC2,C16orf89,KIAA1324",Club,club cell,CL:0000158,Club Cell,CL:0000158,goblet cell
5,Lung,0.25,"CALD1,ASPN,COL6A3,POSTN,LTBP1,BGN,GENE12,COL3A1,COL1A1,COL1A2,GENE77,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,Fibroblast,CL:0000057,fibroblast
5,Lung,0.25,"PTPRE,GZMB,IRF7,GENE72,TYROBP,GENE18,PLD4,NPC2,PPP1R14B,IL3RA,IRF4,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,Natural Killer Cell,CL:0000623,natural killer t cell
5,Lung,0.25,"TPX2,BIRC5,NUSAP1,STMN1,GENE93,UBE2C,TYMS,ANLN,KPNA2,CDK1,H2AFZ,GENE97",Proliferating Macrophage,,,Mitotic Cell,CL:0000646,unknown
5,Lung,0.25,"BIRC5,NUSAP1,KIF2C,SMC4,GENE36,GENE33,UBE2C,H2AFV,AURKB,CENPF,HMGB2,TOP2A",Proliferating NK/T,,,Mitotic Cell,CL:0000646,proliferating cell
5,Lung,0.25,"GENE13,POSTN,GENE57,VWF,COL15A1,ZNF385D,ENPP2,PLVAP,EMCN,INHBB,SPARCL1,SPRY1",Bronchial Vessel,,,"Fibroblast"",""Endothelial Cell",,unidentified cell type
5,Lung,0.25,"GENE20,GENE68,BPIFB1,SAA1,SCGB1A1,RARRES1,MSMB,SCGB3A1,SLPI,LCN2,WFDC2,MUC5B",Mucous,,,Club Cell,CL:0000158,goblet cell
5,Lung,0.25,"PTPRB,GENE9,PRSS23,TGM2,VWF,LIFR,SELP,PLA1A,CPE,GENE74,SRPX,SLCO2A1",Vein,,,Endothelial cells,CL:0000115,megakaryocyte
5,Lung,0.25,"CHN1,CALD1,COL4A2,GENE65,NID1,COL4A1,LAMB1,COX4I2,GENE74,TACC1,PDGFRB,LAMC3",Pericyte,pericyte,CL:0000669,Fibroblasts,CL:0000057,fibroblast
5,Lung,0.25,"CALD1,TPM2,PLN,GENE79,DSTN,CSRP1,GENE42,ACTA2,CNN1,DES,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,Smooth muscle cells,CL:0000192,smooth muscle cell
5,Lung,0.25,"PTPRB,DKK2,HEY1,GENE40,GJA5,FBLN5,SEMA3G,EFNB2,BMX,GENE2,EPAS1,ARGLU1",Artery,,,Endothelial cells,CL:0000115,endothelial cell
5,Lung,0.25,"HPGD,CYP3A5,CLDN5,APP,STXBP6,TBX2,GENE83,EMCN,SOSTDC1,GENE31,ESAM,EDNRB",Capillary Aerocyte,,,Epithelial cells,CL:0000066,endothelial cell
5,Lung,0.25,"IPO7,SH3BP5,GENE57,RALA,GALNT18,SRSF11,PECAM1,ACVRL1,EPAS1,VAT1,WWTR1,GENE41",Capillary Intermediate,,,Neutrophils,CL:0000775,unknown
5,Lung,0.25,"C7,FGF7,C3,WT1,MEDAG,STEAP1,OSR1,CCDC71L,GENE95,CPXM1,HAS1,GENE14",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,Mesothelial cells,CL:0000077,unknown
5,Lung,0.25,"ALDH1A3,PRG4,GALNT9,C3,DSC3,ITLN1,MGARP,WT1,DMKN,GENE68,GENE42,SLPI",Mesothelial,mesothelial cell,CL:0000077,Goblet cells,CL:0000160,goblet cell
5,Lung,0.25,"GENE1,CMTM5,TUBB1,GRAP2,ITGA2B,CABP5,GENE96,PF4,ACRBP,GP6,TMEM40,GP9",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",Megakaryocytes,CL:0000556,nonclassical monocyte
5,Lung,0.25,"CD2,GNLY,CTSW,S100A6,GENE32,CCL5,GENE71,CEBPB,CXCR4,CD7,LGALS1,ZFP36L2",Natural Killer T,,,T lymphocytes,CL:0000084,T cell or cytotoxic lymphocyte
5,Lung,0.25,"CLU,GENE94,CST5,MET,FAM150A,HSPB3,RAMP1,CSRP1,IGF1,SCX,CNN1,GENE73",Fibromyocyte,,,Club Cell,CL:0000158,fibroblast
5,Lung,0.25,"CXCL17,S100P,PSCA,COX5A,TXN,GENE72,GENE27,AGR2,FAM3D,GABRP,CLIC1,WFDC2",Goblet,goblet cell,CL:0000160,Basal Cell,CL:0000646,pulmonary alveolar type 2 cell
5,Lung,0.25,"TFF3,TMPRSS11E,PHGR1,BSND,FOXI1,GENE71,HEPACAM2,ATP6V1B1,STAC2,MFSD6L,GENE31,ASCL3",Ionocyte,ionocyte,CL:0005006,Goblet Cell,CL:0000160,goblet cell
5,Lung,0.25,"GENE62,PCSK1N,EGR1,FAM46A,PRDX2,CHGA,SEC11C,SCGN,CPE,GENE49,BEX1,NENF",Neuroendocrine,neuroendocrine cell,CL:0000165,Neuroendocrine Cell,CL:0000165,unknown
5,Lung,0.25,"TCN1,LPO,PHB,LYZ,GENE58,GENE18,TESC,ZG16B,PRR4,PRB3,PRH2,PRB4",Serous,serous secreting cell,CL:0000313,Club Cell,CL:0000158,neutrophil
5,Lung,0.25,"C1QB,LYZ,GENE41,FCER1G,C1QA,LAPTM5,GENE18,AIF1,C1QC,HLA-DRB1,CTSZ,CTSL",Macrophages,macrophage,CL:0000235,Macrophage,CL:0000235,macrophage
5,Lung,0.25,"GNLY,GZMB,GENE8,CTSW,CST7,CD7,CCL5,NKG7,GZMA,GENE49,CCL4,PRF1",Innate lymphoid cell NK,natural killer cell,CL:0000623,Cytotoxic T Cell,CL:0000910,cytotoxic T cell
5,Lung,0.25,"S100A14,GENE74,SLC34A2,CYB5A,SLC39A8,SFTA2,GENE80,SFTPD,NAPSA,MUC1,SFTA3,PEBP4",AT2,type II pneumocyte,CL:0002063,Alveolar Epithelial Cell Type 2,CL:0002063,serous secreting cell
5,Lung,0.25,"CLEC14A,ACKR1,GENE93,MGP,RAMP3,RAMP2,GENE87,IGFBP7,VWF,GNG11,PECAM1,SPARCL1",EC venous,vein endothelial cell,CL:0002543,Endothelial Cell,CL:0000115,endothelial cell
5,Lung,0.25,"CD2,GENE9,CD3D,GENE21,IL32,CD69,CCL5,TRAC,CXCR4,CD3E,TRBC2,CORO1A",T cell lineage,T cell,CL:0000084,T Cell,CL:0000084,cd8+ mem/eff t cell
5,Lung,0.25,"CLEC14A,TM4SF1,CLDN5,GENE79,GENE33,IFI27,SOX17,A2M,CRIP2,PECAM1,SPARCL1,GIMAP7",EC arterial,endothelial cell of artery,CL:1000413,Endothelial Cells,CL:0000115, Endothelial cell 
5,Lung,0.25,"GENE9,CALD1,LUM,C1S,BGN,MGP,IGFBP7,COL6A1,DCN,COL1A2,SPARC,GENE99",Fibroblasts,fibroblast,CL:0000057,Fibroblasts,CL:0000057,lipofibroblast
5,Lung,0.25,"AGER,EMP2,FXYD3,SFTA2,GENE87,CEACAM6,ADIRF,CAV1,KRT7,HOPX,TSPAN13,GENE59",AT1,type I pneumocyte,CL:0002062,Alveolar Type 2 Cells,CL:0002063,alveolar epithelial cell
5,Lung,0.25,"RP11-356K23.1,C12orf75,GSTA1,CD24,GENE40,FAM229B,TMEM231,GENE56,RP11-295M3.4,C11orf97,C5orf49,SNTN",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,Epithelial Cells,CL:0000066,pulmonary alveolar type 2 cell
5,Lung,0.25,"LTB,MS4A1,IGHA1,IGLC2,CD79A,TSC22D3,IGKC,GENE2,CORO1A,CD37,GENE51,ISG20",B cell lineage,B cell,CL:0000236,B Cells,CL:0000236,mast cell
5,Lung,0.25,"GENE82,CXCL17,GENE21,KRT7,BPIFB1,CEACAM6,TACSTD2,PIGR,MUC1,WFDC2,CP,KRT19",Secretory,secretory cell,CL:0000151,Ciliated Cells,CL:0000064,goblet cell
5,Lung,0.25,"CD14,S100A9,S100A8,FCER1G,GENE27,COTL1,GENE95,LST1,AIF1,VCAN,S100A12,FCN1",Monocytes,monocyte,CL:0000576,Monocytes,CL:0000576,nonclassical monocyte
5,Lung,0.25,"TCN1,SELM,MARCKSL1,LTF,ZG16B,GENE71,PIP,PIGR,GENE85,CCL28,SEC11C,AZGP1",Submucosal Secretory,,,Secretory Cells,CL:0000151,goblet cell
5,Lung,0.25,"CLEC14A,TM4SF1,CLDN5,AQP1,CDH5,IFI27,GENE76,PECAM1,SPARCL1,EGFL7,HYAL2,GENE38",EC capillary,capillary endothelial cell,CL:0002144,Endothelial Cells,CL:0000115,endothelial cell
5,Lung,0.25,"SDPR,GENE1,TM4SF1,CLDN5,CCL21,RAMP2,ECSCR,GENE10,IGFBP7,MMRN1,GNG11,PPFIBP1",Lymphatic EC mature,,,Lymphatic Endothelial Cells,CL:0002138,unknown
5,Lung,0.25,"TFF3,SDPR,AKAP12,CLDN5,TCF4,CCL21,GENE10,IGFBP7,GNG11,GENE31,TIMP3,TFPI",Lymphatic EC differentiating,,,Endothelial cells,CL:0000115,pulmonary endothelial cell
5,Lung,0.25,"HLA-DQB1,HLA-DQA1,HLA-DPA1,ITGB2,GPR183,GENE11,HLA-DPB1,HLA-DRB1,HLA-DMA,CORO1A,MS4A6A,GENE83",Dendritic cells,dendritic cell,CL:0000451,Macrophages,CL:0000235,dendritic cell
5,Lung,0.25,"CALD1,TPM2,CYR61,MT1X,GENE14,CTGF,GPX3,IGFBP5,SPARCL1,PRELP,GENE51,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,Fibroblasts,CL:0000057,lipofibroblast
5,Lung,0.25,"KIT,VWA5A,C1orf186,CPA3,HPGDS,MS4A2,TPSB2,GENE74,GENE43,TPSAB1,RGS13,GATA2",Mast cells,mast cell,CL:0000097,Mast cells,CL:0000097,mast cell
5,Lung,0.25,"GENE50,TPM2,PLN,LMOD1,IGFBP7,FLNA,GENE42,ACTG2,SELM,PPP1R14A,DES,NEXN",Fibromyocytes,,,Myofibroblasts,CL:0000186,smooth muscle cell
5,Lung,0.25,"S100A16,EID1,GENE89,ECSCR,MARCKS,TUBB,ARPC1A,HMGN1,GENE6,LSM2,COX20,HMGN2",Lymphatic EC proliferating,,,Epithelial cells,CL:0000066,endothelial cell
5,Lung,0.25,"GENE45,FBXL7,GENE63,LDB2,TSHZ2,MMRN1,PKHD1L1,SEMA3A,KALRN,ST6GALNAC3,PPFIBP1,CD36",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,Smooth muscle cells,CL:0000192,unknown
5,Lung,0.25,"GENE13,LMO7,RAB11FIP1,EMP2,NCKAP5,GENE84,RBMS3,NTM,KHDRBS2,LIMCH1,LAMA3,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,Epithelial cells,CL:0000066,unknown cell type
5,Lung,0.25,"MACROD2,AUTS2,GENE97,GENE54,ZNF385B,SFTPC,ABCA3,ANK3,SFTPB,PDE4D,LRRK2,ERBB4",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,Type II pneumocytes,CL:0002063,alveolar epithelial cells
5,Lung,0.25,"MACROD2,GLIS3,SSBP2,GENE51,EYA2,XPR1,RBMS3,KRT17,GENE77,TP63,FAF1,CACHD1",Epithelial cell (basal),basal cell,CL:0000646,Type II pneumocytes,CL:0002063,unidentified cell type
5,Lung,0.25,"TMEM232,DNAH12,CFAP54,DNAH7,STK33,HYDIN,CDHR3,LRRIQ1,GENE85,AGBL4,GENE14,C4orf22",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,Ciliated epithelial cells,CL:0000067,ciliated epithelial cell
5,Lung,0.25,"NEDD4L,MACROD2,GENE63,SCGB3A2,CDK14,MECOM,BMPR1B,KIAA1217,SFTPB,GENE2,ERBB4,KIAA1324",Epithelial cell (club),club cell,CL:0000158,Clara cells,CL:0000158,pulmonary alveolar type 2 cell
5,Lung,0.25,"GENE94,PDK1,GENE30,FBXW7,ARHGAP15,PLCG2,ST6GAL1,CREB3L2,FCHSD2,RALGPS2,DENND5B,MEF2C",Immune (B cell),B cell,CL:0000236,Type II alveolar cells,CL:0002063,mixture
5,Lung,0.25,"GENE8,GENE30,PIP4K2A,B2M,FYN,SKAP1,ARHGAP15,PRKCH,KLRD1,PARP8,AOAH,CD247",Immune (NK cell),natural killer cell,CL:0000623,T lymphocytes,CL:0000084,nonclassical monocyte
5,Lung,0.25,"GENE82,FYN,FKBP5,BCL2,PTPRC,GENE4,SYTL3,ARHGAP15,PARP8,THEMIS,ITK,SKAP1",Immune (T cell),T cell,CL:0000084,B lymphocytes,CL:0000236,unknown cell type
5,Lung,0.25,"ZEB2,DOCK8,GENE19,FMNL2,GPCPD1,SLC11A1,PPARG,GENE89,RNF149,TFRC,PLXDC2,MSR1",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,Macrophages,CL:0000235,neutrophil
5,Lung,0.25,"KIT,SAMSN1,IL18R1,FER,TPSB2,SLC24A3,SRGN,SYTL3,ARHGAP15,GENE2,GENE75,TPSAB1",Immune (mast cell),mast cell,CL:0000097,Mast cells,CL:0000097,mast cell
